,Timestamp,F_score,Accuracy,loss,batch_size,learning_rate,Training_DATASET,Continue_with_last_saved_model
71,2020-10-26 23:20:30.864895,0.3204616485479478,0.3579362434743974,34.33048,1200,0.001,SKODA,False
72,2020-10-26 23:20:36.327201,0.33688689104925323,0.4397423081195157,34.46703,1200,0.001,SKODA,False
73,2020-10-26 23:20:41.747001,0.343768569262361,0.38520493168943687,34.24572,1200,0.001,SKODA,False
74,2020-10-26 23:20:47.219582,0.36800754239776434,0.4644562923469954,34.05076,1200,0.001,SKODA,False
75,2020-10-26 23:20:52.695241,0.32880562052486256,0.3818727090969677,34.57049,1200,0.001,SKODA,False
76,2020-10-26 23:20:58.130999,0.37769220336607834,0.47050983005664776,34.058834,1200,0.001,SKODA,False
77,2020-10-26 23:21:03.604647,0.3083940909746579,0.35343774297456404,34.44798,1200,0.001,SKODA,False
78,2020-10-26 23:21:09.060711,0.371751940921057,0.4605131622792403,34.353615,1200,0.001,SKODA,False
79,2020-10-26 23:21:14.498440,0.2621828141772103,0.3253359991114073,34.577,1200,0.001,SKODA,False
80,2020-10-26 23:21:19.896911,0.3271657024831821,0.402088192824614,35.150856,1200,0.001,SKODA,False
81,2020-10-26 23:21:25.354018,0.23750224536337552,0.2992891258469399,35.622185,1200,0.001,SKODA,False
82,2020-10-26 23:21:30.749724,0.28326222078072855,0.3727646340108853,35.433727,1200,0.001,SKODA,False
83,2020-10-26 23:21:36.187634,0.28857233014954187,0.3466066866600022,34.903587,1200,0.001,SKODA,False
84,2020-10-26 23:21:41.636795,0.3373419507245931,0.43579917805176055,34.57997,1200,0.001,SKODA,False
85,2020-10-26 23:21:47.054771,0.31577758401476325,0.35910252138176163,34.20294,1200,0.001,SKODA,False
86,2020-10-26 23:21:52.487920,0.3833728519953239,0.4696212373653227,33.77501,1200,0.001,SKODA,False
87,2020-10-26 23:21:57.933025,0.3702610907122844,0.4442408086193491,33.80894,1200,0.001,SKODA,False
88,2020-10-26 23:22:03.364670,0.3819279483928216,0.4685660335443741,33.723186,1200,0.001,SKODA,False
89,2020-10-26 23:22:08.902561,0.3711304227180317,0.4495723647672998,33.787712,1200,0.001,SKODA,False
90,2020-10-26 23:22:14.381792,0.40436841517652794,0.4955570365433744,33.378136,1200,0.001,SKODA,False
91,2020-10-26 23:22:19.864944,0.35669490376201457,0.41086304565144954,33.604702,1200,0.001,SKODA,False
92,2020-10-26 23:22:25.352800,0.3964751040962839,0.4955014995001666,33.678284,1200,0.001,SKODA,False
93,2020-10-26 23:22:30.878139,0.30734754608869874,0.35743641008552707,33.884647,1200,0.001,SKODA,False
94,2020-10-26 23:22:36.314315,0.3941038928568066,0.4801732755748084,33.580284,1200,0.001,SKODA,False
95,2020-10-26 23:22:41.723767,0.36995639424387866,0.44379651227368655,33.67453,1200,0.001,SKODA,False
96,2020-10-26 23:22:47.128980,0.4012955649762706,0.4907253137842941,33.573242,1200,0.001,SKODA,False
97,2020-10-26 23:22:52.550786,0.35913586294337735,0.4195268243918694,33.67645,1200,0.001,SKODA,False
98,2020-10-26 23:22:58.022543,0.4088688759329462,0.5014995001666112,33.38827,1200,0.001,SKODA,False
99,2020-10-26 23:23:03.642449,0.35883629587107724,0.4130289903365545,33.545494,1200,0.001,SKODA,False
